Street Address,City,State,Storm Magnitude,AI Damage Score %,Likely Insurance,Event Date
273 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
274 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
276 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
278 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
279 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
281 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
282 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
283 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
284 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
285 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
286 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
287 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
288 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
289 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
291 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
292 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
293 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
294 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
295 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
296 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
268 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.66,Unknown,2026-04-25
235 Wilshire Blvd,Nichols Hills,OK,2.25,24.66,Unknown,2026-04-25
326 W Robinson St,Norman,OK,2.0,24.66,Unknown,2026-03-10
139 Juliette Ave,Manhattan,KS,2.5,24.66,Unknown,2026-04-12
243 E 1st St,Tulsa,OK,1.6,24.66,Unknown,2026-04-23
240 N Bryant Ave,Edmond,OK,2.75,24.65,Unknown,2026-03-10
367 SW Jackson St,Topeka,KS,2.75,24.65,Unknown,2026-04-12
153 NW 50th St,Oklahoma City,OK,2.1,24.65,Unknown,2026-04-23
108 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.64,Unknown,2026-04-25
103 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.64,Unknown,2026-04-25
334 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.64,Unknown,2026-04-25
161 NW 50th St,Oklahoma City,OK,2.1,24.64,Unknown,2026-04-23
215 Wilshire Blvd,Nichols Hills,OK,2.25,24.63,Unknown,2026-04-25
243 N Bryant Ave,Edmond,OK,2.75,24.63,Unknown,2026-03-10
130 S Yale Ave,Tulsa,OK,2.0,24.63,Unknown,2026-04-23
136 S Yale Ave,Tulsa,OK,2.0,24.63,Unknown,2026-04-23
336 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.62,Unknown,2026-04-25
223 N Bryant Ave,Edmond,OK,2.75,24.62,Unknown,2026-03-10
155 NW 50th St,Oklahoma City,OK,2.1,24.62,Unknown,2026-04-23
124 S Yale Ave,Tulsa,OK,2.0,24.61,Unknown,2026-04-23
300 S Yale Ave,Tulsa,OK,2.0,24.61,Unknown,2026-04-23
208 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.59,Unknown,2026-04-25
298 N Bryant Ave,Edmond,OK,2.75,24.59,Unknown,2026-03-10
359 SW Jackson St,Topeka,KS,2.75,24.59,Unknown,2026-04-12
213 N Bryant Ave,Edmond,OK,2.75,24.58,Unknown,2026-03-10
194 N Bryant Ave,Edmond,OK,2.75,24.57,Unknown,2026-03-10
196 N Bryant Ave,Edmond,OK,2.75,24.57,Unknown,2026-03-10
201 N Bryant Ave,Edmond,OK,2.75,24.57,Unknown,2026-03-10
225 N Bryant Ave,Edmond,OK,2.75,24.57,Unknown,2026-03-10
156 S Yale Ave,Tulsa,OK,2.0,24.57,Unknown,2026-04-23
387 S Sheridan Rd,Tulsa,OK,2.0,24.57,Unknown,2026-04-23
365 SW Jackson St,Topeka,KS,2.75,24.57,Unknown,2026-04-12
137 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.56,Unknown,2026-04-25
232 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.56,Unknown,2026-04-25
277 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.56,Unknown,2026-04-25
144 S Yale Ave,Tulsa,OK,2.0,24.56,Unknown,2026-04-23
146 S Yale Ave,Tulsa,OK,2.0,24.56,Unknown,2026-04-23
245 N Bryant Ave,Edmond,OK,2.75,24.55,Unknown,2026-03-10
251 N Bryant Ave,Edmond,OK,2.75,24.54,Unknown,2026-03-10
220 NW 50th St,Oklahoma City,OK,2.1,24.54,Unknown,2026-04-23
239 N Bryant Ave,Edmond,OK,2.75,24.53,Unknown,2026-03-10
154 S Yale Ave,Tulsa,OK,2.0,24.52,Unknown,2026-04-23
137 Juliette Ave,Manhattan,KS,2.5,24.51,Unknown,2026-04-12
256 W Robinson St,Norman,OK,2.0,24.49,Unknown,2026-03-10
122 S Yale Ave,Tulsa,OK,2.0,24.49,Unknown,2026-04-23
134 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,24.48,Unknown,2026-04-25
237 N Bryant Ave,Edmond,OK,2.75,24.48,Unknown,2026-03-10
324 W Robinson St,Norman,OK,2.0,24.48,Unknown,2026-03-10
148 S Yale Ave,Tulsa,OK,2.0,24.48,Unknown,2026-04-23
157 NW 50th St,Oklahoma City,OK,2.1,24.48,Unknown,2026-04-23
274 N Bryant Ave,Edmond,OK,2.75,24.47,Unknown,2026-03-10
294 N Bryant Ave,Edmond,OK,2.75,24.47,Unknown,2026-03-10
361 SW Jackson St,Topeka,KS,2.75,24.47,Unknown,2026-04-12
299 N Bryant Ave,Edmond,OK,2.75,24.46,Unknown,2026-03-10
150 S Yale Ave,Tulsa,OK,2.0,24.46,Unknown,2026-04-23
352 SW Jackson St,Topeka,KS,2.75,24.46,Unknown,2026-04-12
189 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.45,Unknown,2026-04-25
258 N Bryant Ave,Edmond,OK,2.75,24.45,Unknown,2026-03-10
283 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.44,Unknown,2026-04-25
261 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.44,Unknown,2026-04-25
198 N Bryant Ave,Edmond,OK,2.75,24.44,Unknown,2026-03-10
203 N Bryant Ave,Edmond,OK,2.75,24.44,Unknown,2026-03-10
358 SW Jackson St,Topeka,KS,2.75,24.44,Unknown,2026-04-12
139 NW 50th St,Oklahoma City,OK,2.1,24.44,Unknown,2026-04-23
245 E 1st St,Tulsa,OK,1.6,24.44,Unknown,2026-04-23
226 N Bryant Ave,Edmond,OK,2.75,24.43,Unknown,2026-03-10
229 N Bryant Ave,Edmond,OK,2.75,24.43,Unknown,2026-03-10
354 SW Jackson St,Topeka,KS,2.75,24.43,Unknown,2026-04-12
144 N Pennsylvania Ave,Oklahoma City,OK,2.1,24.43,Unknown,2026-04-23
213 Wilshire Blvd,Nichols Hills,OK,2.25,24.42,Unknown,2026-04-25
254 N Bryant Ave,Edmond,OK,2.75,24.42,Unknown,2026-03-10
348 SW Jackson St,Topeka,KS,2.75,24.42,Unknown,2026-04-12
285 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.41,Unknown,2026-04-25
291 W Robinson St,Norman,OK,2.0,24.41,Unknown,2026-03-10
357 SW Jackson St,Topeka,KS,2.75,24.41,Unknown,2026-04-12
342 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.4,Unknown,2026-04-25
289 W Robinson St,Norman,OK,2.0,24.4,Unknown,2026-03-10
388 W Robinson St,Norman,OK,2.0,24.4,Unknown,2026-03-10
390 W Robinson St,Norman,OK,2.0,24.4,Unknown,2026-03-10
355 SW Jackson St,Topeka,KS,2.75,24.4,Unknown,2026-04-12
152 S Yale Ave,Tulsa,OK,2.0,24.39,Unknown,2026-04-23
138 N Pennsylvania Ave,Oklahoma City,OK,2.1,24.39,Unknown,2026-04-23
139 N Pennsylvania Ave,Oklahoma City,OK,2.1,24.39,Unknown,2026-04-23
344 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.38,Unknown,2026-04-25
231 N Bryant Ave,Edmond,OK,2.75,24.38,Unknown,2026-03-10
219 W Robinson St,Norman,OK,2.0,24.38,Unknown,2026-03-10
202 S Yale Ave,Tulsa,OK,2.0,24.38,Unknown,2026-04-23
385 S Sheridan Rd,Tulsa,OK,2.0,24.38,Unknown,2026-04-23
374 SW Jackson St,Topeka,KS,2.75,24.38,Unknown,2026-04-12
159 NW 50th St,Oklahoma City,OK,2.1,24.38,Unknown,2026-04-23
179 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
224 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
225 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
226 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
227 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
228 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
229 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
230 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
231 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
232 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
233 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
234 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
235 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
236 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
237 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
238 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
239 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
240 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
241 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
242 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
243 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
244 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
245 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
246 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
247 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
248 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
249 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
250 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
266 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.37,Unknown,2026-04-25
218 N Bryant Ave,Edmond,OK,2.75,24.37,Unknown,2026-03-10
120 S Yale Ave,Tulsa,OK,2.0,24.37,Unknown,2026-04-23
141 N Pennsylvania Ave,Oklahoma City,OK,2.1,24.37,Unknown,2026-04-23
241 N Bryant Ave,Edmond,OK,2.75,24.36,Unknown,2026-03-10
384 W Robinson St,Norman,OK,2.0,24.36,Unknown,2026-03-10
346 SW Jackson St,Topeka,KS,2.75,24.36,Unknown,2026-04-12
340 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.35,Unknown,2026-04-25
270 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.34,Unknown,2026-04-25
272 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.34,Unknown,2026-04-25
279 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.34,Unknown,2026-04-25
281 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.34,Unknown,2026-04-25
338 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.34,Unknown,2026-04-25
252 N Bryant Ave,Edmond,OK,2.75,24.34,Unknown,2026-03-10
118 S Yale Ave,Tulsa,OK,2.0,24.34,Unknown,2026-04-23
114 S Sheridan Rd,Tulsa,OK,2.0,24.34,Unknown,2026-04-23
102 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.33,Unknown,2026-04-25
325 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.33,Unknown,2026-04-25
208 NW 50th St,Oklahoma City,OK,2.1,24.33,Unknown,2026-04-23
187 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.32,Unknown,2026-04-25
297 W Robinson St,Norman,OK,2.0,24.32,Unknown,2026-03-10
386 W Robinson St,Norman,OK,2.0,24.32,Unknown,2026-03-10
356 SW Jackson St,Topeka,KS,2.75,24.32,Unknown,2026-04-12
140 N Pennsylvania Ave,Oklahoma City,OK,2.1,24.32,Unknown,2026-04-23
300 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.31,Unknown,2026-04-25
229 W Robinson St,Norman,OK,2.0,24.31,Unknown,2026-03-10
220 N Bryant Ave,Edmond,OK,2.75,24.3,Unknown,2026-03-10
235 N Bryant Ave,Edmond,OK,2.75,24.3,Unknown,2026-03-10
222 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.29,Unknown,2026-04-25
221 N Bryant Ave,Edmond,OK,2.75,24.29,Unknown,2026-03-10
258 W Robinson St,Norman,OK,2.0,24.28,Unknown,2026-03-10
138 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,24.27,Unknown,2026-04-25
233 Wilshire Blvd,Nichols Hills,OK,2.25,24.27,Unknown,2026-04-25
234 Wilshire Blvd,Nichols Hills,OK,2.25,24.27,Unknown,2026-04-25
236 Wilshire Blvd,Nichols Hills,OK,2.25,24.27,Unknown,2026-04-25
242 N Bryant Ave,Edmond,OK,2.75,24.27,Unknown,2026-03-10
151 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.26,Unknown,2026-04-25
293 W Robinson St,Norman,OK,2.0,24.26,Unknown,2026-03-10
210 N High St,,NATIONAL_EXHAUSTIVE,2.0,24.25,Unknown,2026-04-25
228 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.25,Unknown,2026-04-25
351 SW Jackson St,Topeka,KS,2.75,24.25,Unknown,2026-04-12
353 SW Jackson St,Topeka,KS,2.75,24.25,Unknown,2026-04-12
188 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.24,Unknown,2026-04-25
350 SW Jackson St,Topeka,KS,2.75,24.24,Unknown,2026-04-12
181 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.23,Unknown,2026-04-25
142 N Pennsylvania Ave,Oklahoma City,OK,2.1,24.23,Unknown,2026-04-23
146 N Pennsylvania Ave,Oklahoma City,OK,2.1,24.23,Unknown,2026-04-23
295 W Robinson St,Norman,OK,2.0,24.22,Unknown,2026-03-10
206 NW 50th St,Oklahoma City,OK,2.1,24.22,Unknown,2026-04-23
140 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,24.21,Unknown,2026-04-25
142 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,24.21,Unknown,2026-04-25
145 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,24.21,Unknown,2026-04-25
147 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,24.21,Unknown,2026-04-25
193 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.21,Unknown,2026-04-25
322 W Robinson St,Norman,OK,2.0,24.21,Unknown,2026-03-10
116 S Yale Ave,Tulsa,OK,2.0,24.21,Unknown,2026-04-23
141 Juliette Ave,Manhattan,KS,2.5,24.21,Unknown,2026-04-12
329 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.2,Unknown,2026-04-25
360 SW Jackson St,Topeka,KS,2.75,24.2,Unknown,2026-04-12
362 SW Jackson St,Topeka,KS,2.75,24.2,Unknown,2026-04-12
171 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.19,Unknown,2026-04-25
191 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.19,Unknown,2026-04-25
297 N Bryant Ave,Edmond,OK,2.75,24.19,Unknown,2026-03-10
300 N Bryant Ave,Edmond,OK,2.75,24.19,Unknown,2026-03-10
365 W Robinson St,Norman,OK,2.0,24.19,Unknown,2026-03-10
149 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,24.18,Unknown,2026-04-25
224 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.18,Unknown,2026-04-25
219 N Bryant Ave,Edmond,OK,2.75,24.17,Unknown,2026-03-10
240 NW 50th St,Oklahoma City,OK,2.1,24.17,Unknown,2026-04-23
144 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,24.16,Unknown,2026-04-25
111 NW 50th St,Oklahoma City,OK,2.1,24.16,Unknown,2026-04-23
299 W Robinson St,Norman,OK,2.0,24.14,Unknown,2026-03-10
382 W Robinson St,Norman,OK,2.0,24.14,Unknown,2026-03-10
260 N Bryant Ave,Edmond,OK,2.75,24.13,Unknown,2026-03-10
349 SW Jackson St,Topeka,KS,2.75,24.13,Unknown,2026-04-12
153 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.12,Unknown,2026-04-25
341 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.12,Unknown,2026-04-25
197 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.11,Unknown,2026-04-25
301 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
256 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
258 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
260 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
262 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
264 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
266 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
268 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
270 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
272 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
274 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
276 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
278 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
280 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
282 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
284 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
286 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
288 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
290 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
292 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
294 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
296 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
298 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.1,Unknown,2026-04-25
347 SW Jackson St,Topeka,KS,2.75,24.09,Unknown,2026-04-12
216 NW 50th St,Oklahoma City,OK,2.1,24.09,Unknown,2026-04-23
215 N Bryant Ave,Edmond,OK,2.75,24.08,Unknown,2026-03-10
292 N Bryant Ave,Edmond,OK,2.75,24.08,Unknown,2026-03-10
293 N Bryant Ave,Edmond,OK,2.75,24.08,Unknown,2026-03-10
299 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,24.07,Unknown,2026-04-25
260 W Robinson St,Norman,OK,2.0,24.07,Unknown,2026-03-10
100 S Yale Ave,Tulsa,OK,2.0,24.06,Unknown,2026-04-23
112 S Sheridan Rd,Tulsa,OK,2.0,24.06,Unknown,2026-04-23
371 S Sheridan Rd,Tulsa,OK,2.0,24.06,Unknown,2026-04-23
218 NW 50th St,Oklahoma City,OK,2.1,24.06,Unknown,2026-04-23
262 W Robinson St,Norman,OK,2.0,24.05,Unknown,2026-03-10
262 N Bryant Ave,Edmond,OK,2.75,24.04,Unknown,2026-03-10
185 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.03,Unknown,2026-04-25
339 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.03,Unknown,2026-04-25
343 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,24.03,Unknown,2026-04-25
320 W Robinson St,Norman,OK,2.0,24.03,Unknown,2026-03-10
369 S Sheridan Rd,Tulsa,OK,2.0,24.03,Unknown,2026-04-23
110 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,24.02,Unknown,2026-04-25
381 S Sheridan Rd,Tulsa,OK,2.0,24.02,Unknown,2026-04-23
123 NW 10th St,Oklahoma City,OK,1.85,24.02,Unknown,2026-04-23
106 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.01,Unknown,2026-04-25
198 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.01,Unknown,2026-04-25
199 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,24.01,Unknown,2026-04-25
251 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
253 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
255 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
257 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
259 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
261 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
263 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
265 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
267 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
269 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
271 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
273 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
275 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
277 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
279 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
281 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
283 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
285 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
287 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
289 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
291 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
293 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
295 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
297 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
299 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,24.0,Unknown,2026-04-25
136 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,23.99,Unknown,2026-04-25
147 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.99,Unknown,2026-04-25
173 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.98,Unknown,2026-04-25
264 W Robinson St,Norman,OK,2.0,23.98,Unknown,2026-03-10
378 W Robinson St,Norman,OK,2.0,23.98,Unknown,2026-03-10
380 W Robinson St,Norman,OK,2.0,23.98,Unknown,2026-03-10
145 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.97,Unknown,2026-04-25
383 S Sheridan Rd,Tulsa,OK,2.0,23.97,Unknown,2026-04-23
210 NW 50th St,Oklahoma City,OK,2.1,23.97,Unknown,2026-04-23
337 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,23.96,Unknown,2026-04-25
106 S Sheridan Rd,Tulsa,OK,2.0,23.96,Unknown,2026-04-23
237 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.95,Unknown,2026-04-25
222 N Bryant Ave,Edmond,OK,2.75,23.95,Unknown,2026-03-10
233 N Bryant Ave,Edmond,OK,2.75,23.95,Unknown,2026-03-10
104 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,23.94,Unknown,2026-04-25
164 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.93,Unknown,2026-04-23
110 S Sheridan Rd,Tulsa,OK,2.0,23.92,Unknown,2026-04-23
209 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.9,Unknown,2026-04-25
183 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,23.9,Unknown,2026-04-25
176 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.9,Unknown,2026-04-23
250 N Bryant Ave,Edmond,OK,2.75,23.89,Unknown,2026-03-10
167 NW 50th St,Oklahoma City,OK,2.1,23.89,Unknown,2026-04-23
114 S Yale Ave,Tulsa,OK,2.0,23.86,Unknown,2026-04-23
102 S Sheridan Rd,Tulsa,OK,2.0,23.85,Unknown,2026-04-23
116 S Sheridan Rd,Tulsa,OK,2.0,23.85,Unknown,2026-04-23
186 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.84,Unknown,2026-04-25
297 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.84,Unknown,2026-04-25
151 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,23.84,Unknown,2026-04-25
207 Wilshire Blvd,Nichols Hills,OK,2.25,23.84,Unknown,2026-04-25
217 N Bryant Ave,Edmond,OK,2.75,23.84,Unknown,2026-03-10
